Comment,Toxic,Severe Toxic,Obscene,Threat,Insult,Identity Hate
Do you think the officer will get off,15.64,0.66,4.2,0.54,4.9,1.24
God Almighty is gonna get the responsible people behind it also hes gonna get the dumb rioter s,23.57,0.02,2.46,0.01,1.95,0.05
Everyone deserves peace no matter wot what is is no matter what the did you you they still need peace and we will never forget floyed he is always in our hearts,2.86,0.09,0.77,0.08,1.08,0.24
"This is called shock therapy ... they do that to keep you under control. You cannot think about the logic of events, just emotions and emotions ... This is what the dominant elite wants .... Believe me, this is just representation ... Floyd is a client whose death has been forged ... they constantly cheat you. ..You think you are free .... fools",1.78,0.01,0.24,0.0,0.4,0.03
Wife of David Chauvin filed divorce stating she is devastated & ashamed of her husband’s act.,1.64,0.03,0.37,0.03,0.55,0.09
George Floyd 'contributed to his own death by intentionally taking a lethal dose fentanyl as he resisted arrest',1.04,0.01,0.21,0.01,0.33,0.05
Why would the cop not listing to him,6.12,0.25,1.75,0.26,2.06,0.6
"""Holding his neon George Floyd's neck""

No offense btw",1.75,0.03,0.41,0.03,0.61,0.11
You guys don't no about anything Simpsons uploud a episode that goerg Floyd die then 13 years later it happens watch the episode of Simpsons goerg Floyd die,24.51,0.59,6.79,0.44,6.09,1.07
Why would you nee on someone’s neck it disgusting,13.84,0.68,3.8,0.63,4.62,1.37
Racism,6.55,0.43,2.12,0.44,2.75,0.95
Sorry for your loss carola.,1.86,0.03,0.42,0.03,0.6,0.11
hold on if black lives matter there saying we don't matter any more but infact all lives matter,0.06,0.0,0.01,0.0,0.01,0.0
This should not happen to anyone whatever there skin colour is RIP George floyld,0.48,0.0,0.07,0.0,0.12,0.01
"I’m so ashamed with that officer, he should’ve known better it’s ridiculous, Floyd said he wasn’t able to breath and the officer didn’t care. I’m disgusted about this.",2.92,0.09,0.77,0.09,1.08,0.25
"Look for the video of the guy calling the cop a bum. He said it over and over. You can't find that video. Every video has the comments turned off.  You can hear everyone talking. You don't hear anyone calling the cop a bum. 
I remember watching the video that day. You could clearly hear that guy calling the cop a bum. Over and over. 
Why are they doing this??!!",94.93,2.28,75.39,0.5,54.7,2.43
Police are so dumb. They are supposed to keep society safe but they are doing the opposite.,1.88,0.03,0.41,0.03,0.61,0.11
George floydd was actually charged assault armed robbery and went to jail for 5 years and a drug addict it is a horrible way to die and is not fair but he is still not completely innocent say whatever you want to Me it's true I'm just saying facts,1.97,0.02,0.43,0.02,0.5,0.09
What disturbs me is the fact that he said he could not breathe and still didnt take there knee of him🤨🤨,1.27,0.02,0.29,0.02,0.44,0.07
He didn’t die after 9pm. He died when he stopped talking.,21.7,0.94,6.5,0.87,6.37,2.05
BLACK LIFES MATTER,3.04,0.09,0.79,0.09,1.14,0.27
cardiopulmonary arrest,12.37,0.92,3.99,0.9,4.86,1.72
"Yes, with several cops there the cop should of gave some relief. I mean Floyed was cuffed and he wouldnt of done much so let him breath if he needs to breath. Not sure if it was the police suffocating him or not but if I was the cop I would of gave the guy room to breath to make sure it wasnt my fault that he couldnt breath.",0.37,0.0,0.06,0.0,0.1,0.01
Careless cops  is what they call them.,7.72,0.47,2.36,0.46,2.97,0.93
"Not going to lie, that was pretty fked up. Like its one dude and 4 of you guys, no need to crush his neck like that.... I now understand why everyone is pissed. RIP",3.23,0.1,0.84,0.1,1.17,0.28
That cop deserves to just thank about what if that was him what would he do ?    I am sure if the cop was like that Floyd would of helped him and now his six year old darghter does not know the reall story all she knows is that her daddy died because he could not breath and that is just sad black lives matter,0.13,0.0,0.02,0.0,0.03,0.0
bro why do that have to do that i mean like come on he was an inocent man and he even said in a different vid “i just lost my mother please” that’s just not right and like if h hear a man say i can’t breath why would u keep ur knee on him,2.67,0.06,0.66,0.06,0.87,0.19
i always dreamt of living I  U.S.A. but lately I've been having second thoughts😒😒,96.23,2.55,73.91,0.73,54.77,2.98
Omg so so sad and terrible!!,5.1,0.26,1.53,0.26,2.02,0.61
""" I'm for Truth, no matter who tells it. I'm for Justice, no matter who it's for or against.""

~Malcolm X",1.91,0.04,0.48,0.04,0.71,0.15
"No body's going to talk about the drugs falling out of George's pockets while he's getting arrested? They shouldn't have murdered him, but he'd already been to jail several times. Don't you think is strange that the only thing to come out of his pockets was drugs?",1.12,0.01,0.23,0.01,0.36,0.05
"Stand up all victims of oppression
For the tyrants fear your might!
Don't cling so hard to your possessions
For you have nothing if you have no rights!",12.13,0.29,2.79,0.24,3.34,0.68
"If that would have been me that died there,nothing would have been said because I'm white lmao!!😂😂😂",0.34,0.0,0.05,0.0,0.09,0.01
"""mama"" :(",8.25,0.68,2.84,0.69,3.61,1.36
"The knee on his neck didn't "" contribute "" to his death ... it KILLED him.   Tell it like it is !",0.97,0.01,0.2,0.01,0.32,0.05
"Sorry but claustrophobic of getting into a car? 
He’s was already in a car to start with when they stopped him. 
Why didn’t he just Comply & get in 
their car. It would of saved him, but then he did everything to make it worse/ harder for himself",0.83,0.01,0.16,0.01,0.25,0.03
Can't we judge a man by his character not his color. Violent criminal overdoses on fentanyl while being arrested. Man with criminal record who held a gun to a baby's head while it was in its mother's womb who had just gotten out of prison not long ago who is on probation for felony violent robbery. Oh but George was such a good man to get a better funeral than JFK,98.78,6.95,93.42,0.87,79.56,4.53
I think the officer that kept the knee on his neck had been abused by a black man in the past. He had a very traumatic experience that led to this. The police officer must be prison for a lifetime.,77.9,0.05,29.34,0.01,12.5,0.15
Very bad police behaviors....😭,4.66,0.22,1.36,0.22,1.86,0.54
"clearly the power of being a police officer got to his head, he knows he should of stopped pressure on his neck especially when bystanders were pointing it out.... but prides a dangerous thing, he couldn't correct a mistake in front of people telling him what to do when he's above them right?",1.47,0.02,0.35,0.02,0.5,0.08
Is there anyone in law enforcement who can explain why George Floyd or any suspect who is handcuffed and in the back of a squad car (which is caged) why they would remove this suspect of such a secured situation?  I know that they called for an ambulance and that the original 911 call was both saying that he maybe intoxicated and that he may have used a counterfeit $20 bill.  So they were both waiting for EMS assistance and presumably wanting George Floyd to calm down.  I would hope that they would check to see if George Floyd had acquired this fake $20 and used it innocently or that he was part of some criminal counterfeit money enterprise or scheme.  It seemed like George Floyd was presumed guilty or he was being handcuffed for being in a driver's seat while intoxicated. ,0.28,0.0,0.04,0.0,0.07,0.0
Are you wondering who flagged this video as inappropriate or offensive? And who dislikes this video?,1.42,0.02,0.29,0.02,0.43,0.06
I feel sorry for the parents. The four officers need to pay the price!,0.36,0.0,0.06,0.0,0.1,0.01
Say his name for for I can't read saves name 44 say is nice place please please please please say his name your for please please please please name kid's kid's kid's kid's kid's your for your for,0.01,0.0,0.0,0.0,0.0,0.0
"Is he done that big mistake to knee on him for 8 minutes? . That too he requested that "" Please sir I can't breathe "" 😭 . F racism",15.82,0.34,3.83,0.29,3.8,0.8
But what did he do?,3.79,0.13,1.02,0.14,1.39,0.36
"Deplorable, they should have know Phentanol will shut down breathing, plus he also had Meth in his system.  Phentanol is used in anesthesia.  Police should have known better and known the drugs side effects, never to treat him like that.",0.66,0.0,0.12,0.0,0.2,0.02
✊🏼✊🏻✊🏿✊🏾,8.66,0.75,3.0,0.76,3.78,1.46
This is so wrong! I’m so glad not all cops are like this. Apparently he was also shouting “MOMMA MOMMA”. Could that mean he was already in heaven calling his mother?,0.86,0.01,0.17,0.01,0.27,0.03
Watching and listening to this makes me feel sick.,2.76,0.08,0.74,0.08,1.05,0.24
"Can someone help me please? 
I searched for hours in the Internet but did not find anything. 
Is there a way to support or help Mr Derek Michael Chauvin and the other policemen? 
Thank you! ",0.23,0.0,0.03,0.0,0.06,0.0
Floyd in the other side be like: I’m gonna end this system career,1.07,0.01,0.22,0.01,0.34,0.05
"i'm From india 😢😢😢🎇💔
American police very bad 😭",6.81,0.46,2.18,0.46,2.82,0.98
These riots are unnecessary smh 🤦‍♂️,3.16,0.1,0.84,0.1,1.19,0.29
This Piss Me Off !! They Heard That Man Begging “ Please I Cant Breathe “ !! You Couldn’t Reposition Him No Better !???,98.03,8.19,90.84,2.4,71.15,7.63
Why are the people who took cell phone video from the cup foods corner not in the security camera footage? Whoops. FBI better edit their vids a little better.,0.93,0.01,0.19,0.01,0.3,0.04
"If someone can talk, they can breathe",1.15,0.01,0.23,0.01,0.36,0.05
Minniaplis police if you are looking at this  YALL DID NOT NEED TO DO THIS HE DESIERVED TO LIVE THIS IS NOT RIGHT,2.34,0.05,0.56,0.05,0.79,0.16
What would happen is George was yellow? White? Nothing...,4.61,0.12,1.11,0.11,1.46,0.3
We✊🏻Are✊🏼all✊🏽the✊🏾same✊🏿,8.66,0.75,3.0,0.76,3.78,1.46
Welcome to trumps America,1.32,0.02,0.27,0.02,0.42,0.06
"I don’t understand how the other officers would just watch this guy be HANDCUFFED and have someone on his neck, like bro he’s handcuffed how is he a threat anymore",1.16,0.02,0.25,0.01,0.39,0.06
NO LIVES MATTER TILL BLACK LIFES MATTER,1.45,0.02,0.3,0.02,0.47,0.07
Why would you do that to him if that was you would you feel bad,5.3,0.25,1.49,0.25,1.96,0.56
When someone said I can’t breath and are not breathing GET OFF HIM,12.58,0.46,3.28,0.42,3.82,1.0
This is really sad because George Floyd was an innocent man why are they not behind bars,96.68,1.58,78.13,0.42,50.83,1.92
If you could travel back in time you could strategically take people out who might have a future impact on a society like in the movie Total Recall.,0.94,0.01,0.18,0.01,0.28,0.04
"Huh.  He was perfectly healthy a moment ago, but now he seems to be in distress while pinned under my knee .... Better call an ambulance. What's that .... ? ""Stop kneeling on his neck""? What does that have to do with anything?! Shut up and step back!",4.76,0.04,1.22,0.03,1.0,0.14
The people who disliked are crazy,6.01,0.33,1.85,0.35,2.41,0.78
To me the other 3 police are just as guilty as the guy have his knees on floyd ‘s neck,0.29,0.0,0.04,0.0,0.07,0.0
"What a unlucky man,he did not deserve that",99.24,10.07,94.65,2.35,82.42,8.35
"This is the first time I thought someone should get the death penalty. That police officer was smug, showed a smile. Watched George Floyd die, it's clearly pre-meditated. Had no conscience about what he did. He should have, all those cops there should have enough - what, heart? to know how wrong they were! Is the police force so out of touch with how it's officers operate?",2.92,0.01,0.36,0.01,0.43,0.03
I hate him that pop,6.52,0.26,1.9,0.28,2.25,0.65
"Не, ну чела рил не за что убили",8.66,0.75,3.0,0.76,3.78,1.46
"After watching this video, I start questioning the intelligence of the police.",0.38,0.0,0.06,0.0,0.1,0.01
This is scary but not tooooo scary,1.85,0.03,0.4,0.03,0.59,0.1
He was a thug. Got what he ask for,4.76,0.26,1.45,0.25,1.96,0.58
Did anybody notice? NOT ONE SINGLE PERSON WAS WEARING A MASK? This happened before the pandemic.,1.24,0.02,0.25,0.01,0.39,0.06
I searched rip black guy and this came up,96.99,5.57,82.38,1.95,62.92,6.56
"why would you call an ambulance when you  ""accidentally"" pin your knee on a poor man for 8 MINUTES",95.67,2.96,82.52,0.85,55.09,3.53
We black people need to learn to respect each other as well,70.92,2.11,32.76,1.3,22.59,3.46
"Nine other men were killed by police that same day, no mention was made of them. Clearly, only black lives matter.",8.77,0.07,1.73,0.07,1.52,0.26
COLOR IS NOT A CRIME I KNOW WE ARE ALL DIFFERENT BUT WE ARE ALL EQUAL WE ARE ALL HUMAN BEINGS LETS TREAT OTHERS THE WAY WE ARE TREATED,2.21,0.04,0.56,0.04,0.77,0.14
"Long ago , a police officer from a city that I know ( I can’t say what city because I still working in that city and I don’t want to be in trouble) they are very racist ,put me his knee on my neck the same way ; I was waiting to work with a client but I arrived early and I went to a nearby park, I took my basketball ball out of my trunk and I started shooting myself on the basketball court, but I assume that some of the neighbors seeing me as Latino and brown skinned , didn’t it seemed to then at best, the fact that I was playing in a park only for white and rich people and probably they called the police , when they arrived I did not even realize ......suddenly heard that they told me : “Don’t move “ and the rest is history, more patrols arrived, I could not even count how many policemen were there and the rest the same mistreatment without deserving  it ( I’m a Caregiver , that day I was taking care of a millionaire in that area of rich people) but thanks to my lord of heaven , without fatal consequences like poor George ...R.I.P.",13.97,0.01,1.65,0.0,1.37,0.03
